hotel_name,,locality,price,rating,score,review,link
Trip shelters,,"Gachibowli, Hyderabad","₹ 1,383",N/A,N/A,N/A,https://www.booking.com/hotel/in/trip-shelters.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AoXg374GwAIB0gIkMjU1ZDZlZmEtZGUzYS00YmEwLTk5MWYtM2E1NmNmODg3ZjNh2AIF4AIB&sid=e7d592c2cfb814cd602bedc38d155f9d&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-01&checkout=2025-04-02&dest_id=-2097701&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=920147ad07500310&srepoch=1742206299&all_sr_blocks=1376296701_409763555_2_0_0&highlighted_blocks=1376296701_409763555_2_0_0&matching_block_id=1376296701_409763555_2_0_0&sr_pri_blocks=1376296701_409763555_2_0_0__138250&from=searchresults
King Size Bed Room with Toilet,,Hyderabad,₹ 941,N/A,N/A,N/A,https://www.booking.com/hotel/in/king-size-bed-room-with-toilet.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AoXg374GwAIB0gIkMjU1ZDZlZmEtZGUzYS00YmEwLTk5MWYtM2E1NmNmODg3ZjNh2AIF4AIB&sid=e7d592c2cfb814cd602bedc38d155f9d&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-01&checkout=2025-04-02&dest_id=-2097701&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=920147ad07500310&srepoch=1742206299&all_sr_blocks=1375462601_409690903_2_0_0&highlighted_blocks=1375462601_409690903_2_0_0&matching_block_id=1375462601_409690903_2_0_0&sr_pri_blocks=1375462601_409690903_2_0_0__94118&from=searchresults
Holiday Inn Express Hyderabad Banjara Hills by IHG,,Hyderabad,"₹ 6,783",Review score,5.2,"1,411 reviews",https://www.booking.com/hotel/in/formule1-hyderabad-banjara-hills.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AoXg374GwAIB0gIkMjU1ZDZlZmEtZGUzYS00YmEwLTk5MWYtM2E1NmNmODg3ZjNh2AIF4AIB&sid=e7d592c2cfb814cd602bedc38d155f9d&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-01&checkout=2025-04-02&dest_id=-2097701&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=920147ad07500310&srepoch=1742206299&all_sr_blocks=248098406_111294251_2_41_0&highlighted_blocks=248098406_111294251_2_41_0&matching_block_id=248098406_111294251_2_41_0&sr_pri_blocks=248098406_111294251_2_41_0__678300&from=searchresults
Whiteridge Premium Banjarahills,,Hyderabad,"₹ 1,950",N/A,N/A,N/A,https://www.booking.com/hotel/in/whiteridge-premium-banjarahills.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AoXg374GwAIB0gIkMjU1ZDZlZmEtZGUzYS00YmEwLTk5MWYtM2E1NmNmODg3ZjNh2AIF4AIB&sid=e7d592c2cfb814cd602bedc38d155f9d&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-01&checkout=2025-04-02&dest_id=-2097701&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=920147ad07500310&srepoch=1742206299&all_sr_blocks=1375635202_409706673_3_0_0&highlighted_blocks=1375635202_409706673_3_0_0&matching_block_id=1375635202_409706673_3_0_0&sr_pri_blocks=1375635202_409706673_3_0_0__195000&from=searchresults
Luxurious 2 bedroom Apartment near Airport,,Hyderabad,"₹ 1,759",N/A,N/A,N/A,https://www.booking.com/hotel/in/kangaroo-comforts-in-hyderabad-rajender-nagar-hyderabad.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AoXg374GwAIB0gIkMjU1ZDZlZmEtZGUzYS00YmEwLTk5MWYtM2E1NmNmODg3ZjNh2AIF4AIB&sid=e7d592c2cfb814cd602bedc38d155f9d&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-01&checkout=2025-04-02&dest_id=-2097701&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=920147ad07500310&srepoch=1742206299&all_sr_blocks=1376025201_409734613_0_0_0&highlighted_blocks=1376025201_409734613_0_0_0&matching_block_id=1376025201_409734613_0_0_0&sr_pri_blocks=1376025201_409734613_0_0_0__175912&from=searchresults
"Red Fox by Lemon Tree Hotels, Hyderabad",,"HITEC City, Hyderabad","₹ 5,643",Good,7.3,126 reviews,https://www.booking.com/hotel/in/red-fox-hyderabad.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AoXg374GwAIB0gIkMjU1ZDZlZmEtZGUzYS00YmEwLTk5MWYtM2E1NmNmODg3ZjNh2AIF4AIB&sid=e7d592c2cfb814cd602bedc38d155f9d&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-01&checkout=2025-04-02&dest_id=-2097701&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=920147ad07500310&srepoch=1742206299&all_sr_blocks=27594501_371334423_2_42_0&highlighted_blocks=27594501_371334423_2_42_0&matching_block_id=27594501_371334423_2_42_0&sr_pri_blocks=27594501_371334423_2_42_0__564341&from=searchresults
3BHK Near Apollo Hospital & KIMS Hospitals Raidurg,,Hyderabad,"₹ 2,999",N/A,N/A,N/A,https://www.booking.com/hotel/in/3bhk-near-apollo-hospital-amp-kims-hospitals-raidurg.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AoXg374GwAIB0gIkMjU1ZDZlZmEtZGUzYS00YmEwLTk5MWYtM2E1NmNmODg3ZjNh2AIF4AIB&sid=e7d592c2cfb814cd602bedc38d155f9d&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-01&checkout=2025-04-02&dest_id=-2097701&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=920147ad07500310&srepoch=1742206299&all_sr_blocks=1374484901_409603717_2_0_0&highlighted_blocks=1374484901_409603717_2_0_0&matching_block_id=1374484901_409603717_2_0_0&sr_pri_blocks=1374484901_409603717_2_0_0__299940&from=searchresults
Arrival Hotel,,"HITEC City, Hyderabad","₹ 5,652",Superb,9.2,4 reviews,https://www.booking.com/hotel/in/arrival-hyderabad.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AoXg374GwAIB0gIkMjU1ZDZlZmEtZGUzYS00YmEwLTk5MWYtM2E1NmNmODg3ZjNh2AIF4AIB&sid=e7d592c2cfb814cd602bedc38d155f9d&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-01&checkout=2025-04-02&dest_id=-2097701&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=920147ad07500310&srepoch=1742206299&all_sr_blocks=1355033101_407825107_2_1_0_804074&highlighted_blocks=1355033101_407825107_2_1_0_804074&matching_block_id=1355033101_407825107_2_1_0_804074&sr_pri_blocks=1355033101_407825107_2_1_0_804074_565169&from=searchresults
Hotel O RK SERENITY,,"Kukatpally, Hyderabad","₹ 1,229",N/A,N/A,N/A,https://www.booking.com/hotel/in/o-rk-serenity.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AoXg374GwAIB0gIkMjU1ZDZlZmEtZGUzYS00YmEwLTk5MWYtM2E1NmNmODg3ZjNh2AIF4AIB&sid=e7d592c2cfb814cd602bedc38d155f9d&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-01&checkout=2025-04-02&dest_id=-2097701&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=920147ad07500310&srepoch=1742206299&all_sr_blocks=1374846702_409643068_2_0_0&highlighted_blocks=1374846702_409643068_2_0_0&matching_block_id=1374846702_409643068_2_0_0&sr_pri_blocks=1374846702_409643068_2_0_0__122946&from=searchresults
Radisson Hyderabad Hitec City,,"HITEC City, Hyderabad","₹ 10,771",Review score,6.1,931 reviews,https://www.booking.com/hotel/in/aditya-sarovar-premiere.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AoXg374GwAIB0gIkMjU1ZDZlZmEtZGUzYS00YmEwLTk5MWYtM2E1NmNmODg3ZjNh2AIF4AIB&sid=e7d592c2cfb814cd602bedc38d155f9d&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-01&checkout=2025-04-02&dest_id=-2097701&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=920147ad07500310&srepoch=1742206299&all_sr_blocks=32793601_93732340_2_42_0_28115&highlighted_blocks=32793601_93732340_2_42_0_28115&matching_block_id=32793601_93732340_2_42_0_28115&sr_pri_blocks=32793601_93732340_2_42_0_28115_1077120&from=searchresults
Avasa Hotel,,"HITEC City, Hyderabad","₹ 10,500",Very good,8.2,523 reviews,https://www.booking.com/hotel/in/avasa.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AoXg374GwAIB0gIkMjU1ZDZlZmEtZGUzYS00YmEwLTk5MWYtM2E1NmNmODg3ZjNh2AIF4AIB&sid=e7d592c2cfb814cd602bedc38d155f9d&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-01&checkout=2025-04-02&dest_id=-2097701&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=920147ad07500310&srepoch=1742206299&all_sr_blocks=41865601_373464104_2_42_0_76164&highlighted_blocks=41865601_373464104_2_42_0_76164&matching_block_id=41865601_373464104_2_42_0_76164&sr_pri_blocks=41865601_373464104_2_42_0_76164_1050000&from=searchresults
"Treebo Cranberry Delight, Manyata Tech Park",,"HBR Layout, Bangalore","₹ 1,525",Very good,8.2,11 reviews,https://www.booking.com/hotel/in/cranberry-delight.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AoXg374GwAIB0gIkMjU1ZDZlZmEtZGUzYS00YmEwLTk5MWYtM2E1NmNmODg3ZjNh2AIF4AIB&sid=e7d592c2cfb814cd602bedc38d155f9d&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-01&checkout=2025-04-02&dest_id=-2090174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=faf347d086b70c0d&srepoch=1742206370&all_sr_blocks=1166254905_389271616_2_1_0&highlighted_blocks=1166254905_389271616_2_1_0&matching_block_id=1166254905_389271616_2_1_0&sr_pri_blocks=1166254905_389271616_2_1_0__152480&from=searchresults
Aloft Bengaluru Outer Ring Road,,"Kadubeesanahalli, Bangalore","₹ 39,299",Fabulous,8.9,119 reviews,https://www.booking.com/hotel/in/aloft-bengaluru-cessna-business-park.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AoXg374GwAIB0gIkMjU1ZDZlZmEtZGUzYS00YmEwLTk5MWYtM2E1NmNmODg3ZjNh2AIF4AIB&sid=e7d592c2cfb814cd602bedc38d155f9d&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-01&checkout=2025-04-02&dest_id=-2090174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=faf347d086b70c0d&srepoch=1742206370&all_sr_blocks=109908614_404685636_2_1_0&highlighted_blocks=109908614_404685636_2_1_0&matching_block_id=109908614_404685636_2_1_0&sr_pri_blocks=109908614_404685636_2_1_0__3929900&nad_id=e88432fe-8d94-4abf-955b-c179306cbdfd_0&nad_cpc=0.81&nad_track=eyJhdWN0aW9uRXBvY2giOjE3NDIyMDYzNjk4NTUsInJhbmsiOjEsImtvZGRpVHJhY2tpbmdJbmZvIjoiRW1pTHUxbERsYmhIeWxpN0lFbDl1amhCbjkraDlIR0ZXNUEyaVhDc2VCZm9HM0RialF6TFVEUnljLzYvVG5kcDZKbU9kbmg2TExXNnVkR3lXZDhsMzNheW1DVFQ2MzE2TUJ6R3lFeEZpcnV6bDlRa3Y4R2Ewc1dOWERSMW1wRDJTSFVrdEFCeTl4TmZla21VUWYvUGEwZXhhcFFXYjVVTkE0Rm1DTWc2VjNhTE91TENoZzFqbkhaR1pKTk9QY3VyVUxva3lUMnc5Mks4Ry9WRTNJNEhSU2xCSzFSRy9BY3RNWHBkeXloUnR2MEQyWktxMjZlNGF4MU5zM3FteW13YWhDTnBFS3o4MldkWjdTZ1JFWUtCK1J4OGxteEFOUDh5Zm1Sc2ZjSUxNRlNYVDc3REM5TU9ubHd5ZzlOMGkyY1pvZUFUdms2UEhleHNFMXpEanZXTnZ3WENJVTQzYzdMaXB2dVdrVmxteUFCcnBsdWZqNTAyTXlSVTRjRmN3VktUQmRJQm4wNG5XRUR0YXBuNTl6SVpwakVlY0RKb09NdFNpbXlPbEZYbzV6NitkVFNwK2laOWxJYU44REdOOEV1NXpwWFRtZ2RpRE9WNFhJVDBDZEZ5blgyR1hzdjNibDZCaUNrcmR4NEVEbTZ4WnNqaUs4c3pPUVZkbkVYTXNuZ2pHdmZSbnArbWFoMUw3T3pTQ2lja1dsK1hqaDFVZ2ZYU0tQaVlHZnlyc0NuSU54K3BTZ1AwakFoY1RDa21ObnhibENCM2htc1ZsSy8rNDdURUdDTWpsVlpPNzk2TlUrdlA4ckJ4TW5ucFpQWElQckFCbmZUYkU5QjJ1RDk2R1dSTTlEV1lFZWUvUTRMZVczTnl3dlFXUDJkZVhkbEZ5Q1d2dnV6QnJNKzVqRm93enV6U2Z1dkprc3hFUkFBWnNzZzE4c3ZyZ2JNOVVWSVpVL2wwaEZJb21MVjdxL1MxY21oTFR6c0hqd3NWaHdNbE1MWDhpKzdBa0t2d08yYThzKzdyemE1SGN6VW1SSzNlb3dkSHEzMGxMTHViVkZ1enRxaUpjeG40Yk5ScGIxRThLN2EyZFVPREVncDJKeHRiNk4xTWY0Y1FkNjg1dDkvc2FRMlhLdERCbElvL0JBUmdQdmc0czVkekc2QzcwZWwrdWU4NEI5bXhVTzB0RHdOSllsY3YvTjBGd1pIRmhjUHVqWm80NVV0bnJvZ05NNTFjT0dyM2dFUlVyeXkxc2VkMU9vaHd6ZU5ab3dSOEIrVFJjMUxQSStBT1pMY2o3cDdXTXA1MjgzMmpGc0tVN1R5S0dPSjFDeENHWFdwbW5naEk1TGZIZ0xQS3AwZUprVTNjZjZoYkZxRG1SWjhwdXVBUDd5aWpHclBxbXZNdmRsVUZrbEtLY1d0Q21qWHZGQ0VMZmtjTHNJREIwTHJYQWgwMmZveHRGc0tUaXpRblBrWis0ZmJJa1F3b1FEZnhOTklEUU1Sbkx4bUxsTlQ0dGhaMFRtS1FyNTdOL2oxMDZZcnJKWEhtOW9BemcvTFdUQW4vT0d0TzVrL08wU0RmZGdMQ2EwZ2FiSjczMVhQelRaMyt5WS9nbzNpRktnZ2lkaWp0K2RrbFhNcmdidytrelM3WW95SkF2YUJPU3h3WXFTcFhrMG1nZHlsNm0yUnJRaytoT29OTlZ0VWRYdkpoMEUzQWYwUGVNSlpESlZSVVNYQ2hOc3hsNmpMU2N2RERSaklIUkFhb0VGYXlhMytMZ3ozdm1nSHJoZVBYdThCcHRvL2kvanFFNW1KK2NHYXNEMTNYcC8xRVhKKzdtaUFtQlc5cmppU0N6T2o0NXF0elNsT0ZrT3NmQlFlN1NPV3k2QmE2UVkweDFtbEpmcTBXQjVvVk9CZVd4ZzZtYXdldnVaSWN6bGQ0Y3h1bFJnZ29NQ09DNDliMDNMdmx0bU1ud0xreWxQeXFpUGRhdFUrRDRkSlQ2Ly9hb1M0UWkvM2tsOEZUMzFTUUFKMVB4OWZwVURsNmFFYk9FQlYzbS9sRXZhZnhUUzJSN0g3MWRrUEVPQzVENHhqUVpHQVlWaFJpTDNVQnM0WnVWMmMwSzRMQTk1WTZKVmwzZDdwbHZUaCtLRHVSVHRuWUc1ejVXN1laRjVBaFErRm1EVGlMMk1BbmJFN3lqNURlMjBtWmhBVllyT2VHTVkrSElnTWtSVFNZeXoxZUJiczlVR1VRZVdtYVZMTkNQQkVlOVlpTkFTbFA3R1VTNnQ4aDl4L0dzYXVUZDI3Y2UyMWdFb2doM3YzZmJLcThrRkZDb090cGowMkQ4T2JqU1NCWEJ6Q2NPc25yOVRndnJYanVnZ1A5SWIxYmxDMWxwZ3JCc3IyYTBjRWZzNTFQbzJiaE5vUk1yVURxM3h0WmE2S2lVSlhCcjVRZ1JoNEovZ05LQkNmL2dwUDl4MGdMSExPSE1CR3pHbFc3YnlvU0NrbTdPUU5TaFdzQnl0NGxQVm1iNTI0Q3V1eTEzSVB0Y1d3TnM0Wm1McEFQSWVtb1p5YlpyYWZJZm5ORGxUa3JJUHBiNFo5Q0Rmd2ZQZFZYRXRUZUdiemR3S2k1MEJLdk95VCtUN3U2N00wcWpTdDFrSkp1ancvV2hBZkQ4Q3JJMjRiUUJWTXE5TXVxcm1PMTVkT2ZzOWoxMmVnWVF4aFNyN3NESllkdmpSQzZoUUNiZ2I5N1hidFM2RE9GNzNIc1c5R3draG1UL3UrVVlUS0xGYjM2aHNlYnAwU3ZJaDYrUTJoM3JabDM4cERhOWlFeDlzTUNzYkdWL215cjdsYkplWGl6OGFoR0ZvNFg2UkZYdkFDbm5CVy9YLzd4L0I1OTEwRmdGbS9xaXM1ZGR5RnFPSkQ0WkJ6WUVXZ1ZPSjV4STNhdlUwUWk2OXBJK0s0N005QkFYbWxiWW9RRU9WL3NOVUJEd3gwRFB1NWRyZzU1VGdlQjhKeDFCSzBtZ1pSclRXN2ZSNW5UNTB0b3pWVmRVTzZHZVZZYS9pSVBsTEpWLzhHUmxQUThGTW9MeUVsRW1MT3UyL1hrNm4vR2ttMTBUQmNuU0V4ZTVzVEhsd2NRSFoxaGx1YXZWMXVJYlpvVVRaNWRJRUtoeTI5azBHcDZRVDhaYUw3NnliMTNUWFNBV0pIV3FPMGlBOVVyK0tKZXNMcjNjSUJxaEdBaWpra0NpOW8vR0RTTjUxWlpDbU80MEorVDNiSWdXS2VpQ0d6ZDBtZDdnMFJLSnNrcTg2TFpIeng1cnZVY2RZVnR3cjNKKzVoTnpheHVtRE9nS1pkMi9iRCsya0g4VlNWVXVpVk4xckxyelB3aEp2TEcyQlR1K2poL25Ld0JGUDIybEl3akpHZkxoV3VyQ0dvTGl6Rkc1TE5qcTY1TzJQV3NwM3FOc2o0R0JHSkVOR0FLWVVaQVFoMy9EVDNVY2FpaGZ5dlFwdVBIIn0%3D&from=searchresults
Olive Hotel Magrath by Embassy Group,,"Bangalore Shopping Area, Bangalore","₹ 3,001",Very good,8.5,879 reviews,https://www.booking.com/hotel/in/olive-magrath.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AoXg374GwAIB0gIkMjU1ZDZlZmEtZGUzYS00YmEwLTk5MWYtM2E1NmNmODg3ZjNh2AIF4AIB&sid=e7d592c2cfb814cd602bedc38d155f9d&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-01&checkout=2025-04-02&dest_id=-2090174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=faf347d086b70c0d&srepoch=1742206370&all_sr_blocks=713913301_370114609_2_2_0&highlighted_blocks=713913301_370114609_2_2_0&matching_block_id=713913301_370114609_2_2_0&sr_pri_blocks=713913301_370114609_2_2_0__300080&from=searchresults
Holiday Inn Bengaluru Racecourse by IHG,,"Gandhi nagar, Bangalore","₹ 6,824",Good,7.9,"1,245 reviews",https://www.booking.com/hotel/in/holiday-inn-express-suites-bengaluru-racecourse.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AoXg374GwAIB0gIkMjU1ZDZlZmEtZGUzYS00YmEwLTk5MWYtM2E1NmNmODg3ZjNh2AIF4AIB&sid=e7d592c2cfb814cd602bedc38d155f9d&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-01&checkout=2025-04-02&dest_id=-2090174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=faf347d086b70c0d&srepoch=1742206370&all_sr_blocks=260426304_244365049_2_42_0&highlighted_blocks=260426304_244365049_2_42_0&matching_block_id=260426304_244365049_2_42_0&sr_pri_blocks=260426304_244365049_2_42_0__682400&from=searchresults
Radisson Blu Atria Bengaluru,,Bangalore,"₹ 7,500",Good,7.9,"1,705 reviews",https://www.booking.com/hotel/in/radisson-blu-atria-bengaluru.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AoXg374GwAIB0gIkMjU1ZDZlZmEtZGUzYS00YmEwLTk5MWYtM2E1NmNmODg3ZjNh2AIF4AIB&sid=e7d592c2cfb814cd602bedc38d155f9d&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-01&checkout=2025-04-02&dest_id=-2090174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=faf347d086b70c0d&srepoch=1742206370&all_sr_blocks=111844102_209873769_2_42_0&highlighted_blocks=111844102_209873769_2_42_0&matching_block_id=111844102_209873769_2_42_0&sr_pri_blocks=111844102_209873769_2_42_0__750000&from=searchresults
Taj Yeshwantpur Bengaluru,,"Yeshwantpur, Bangalore","₹ 9,000",Fabulous,8.8,"1,059 reviews",https://www.booking.com/hotel/in/vivanta-by-taj-yeshwantpur.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AoXg374GwAIB0gIkMjU1ZDZlZmEtZGUzYS00YmEwLTk5MWYtM2E1NmNmODg3ZjNh2AIF4AIB&sid=e7d592c2cfb814cd602bedc38d155f9d&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-01&checkout=2025-04-02&dest_id=-2090174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=faf347d086b70c0d&srepoch=1742206370&all_sr_blocks=31678601_256457038_2_42_0&highlighted_blocks=31678601_256457038_2_42_0&matching_block_id=31678601_256457038_2_42_0&sr_pri_blocks=31678601_256457038_2_42_0__900000&from_sustainable_property_sr=1&from=searchresults
"Welcomhotel by ITC Hotels, Richmond Road, Bengaluru",,"MG Road, Bangalore","₹ 10,000",Very good,8.1,"1,530 reviews",https://www.booking.com/hotel/in/my-fortune-bengaluru.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AoXg374GwAIB0gIkMjU1ZDZlZmEtZGUzYS00YmEwLTk5MWYtM2E1NmNmODg3ZjNh2AIF4AIB&sid=e7d592c2cfb814cd602bedc38d155f9d&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-01&checkout=2025-04-02&dest_id=-2090174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=faf347d086b70c0d&srepoch=1742206370&all_sr_blocks=106640511_338263206_2_41_0_438624&highlighted_blocks=106640511_338263206_2_41_0_438624&matching_block_id=106640511_338263206_2_41_0_438624&sr_pri_blocks=106640511_338263206_2_41_0_438624_1000000&from=searchresults
Hotel O Sri Vijaya Palace Lodging,,Bangalore,"₹ 1,184",N/A,N/A,N/A,https://www.booking.com/hotel/in/o-sri-vijaya-palace-lodging.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AoXg374GwAIB0gIkMjU1ZDZlZmEtZGUzYS00YmEwLTk5MWYtM2E1NmNmODg3ZjNh2AIF4AIB&sid=e7d592c2cfb814cd602bedc38d155f9d&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-01&checkout=2025-04-02&dest_id=-2090174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=faf347d086b70c0d&srepoch=1742206370&all_sr_blocks=1374877901_409648608_2_0_0&highlighted_blocks=1374877901_409648608_2_0_0&matching_block_id=1374877901_409648608_2_0_0&sr_pri_blocks=1374877901_409648608_2_0_0__118392&from=searchresults
Hotel O Ramachandrapuram,,Bangalore,₹ 820,N/A,N/A,N/A,https://www.booking.com/hotel/in/o-ramachandrapuram-formerly-nataraja-lodge.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AoXg374GwAIB0gIkMjU1ZDZlZmEtZGUzYS00YmEwLTk5MWYtM2E1NmNmODg3ZjNh2AIF4AIB&sid=e7d592c2cfb814cd602bedc38d155f9d&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-01&checkout=2025-04-02&dest_id=-2090174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=faf347d086b70c0d&srepoch=1742206370&all_sr_blocks=1359287401_409444966_2_0_0&highlighted_blocks=1359287401_409444966_2_0_0&matching_block_id=1359287401_409444966_2_0_0&sr_pri_blocks=1359287401_409444966_2_0_0__81964&from=searchresults
Citadel Sarovar Portico Bengaluru,,"Gandhi nagar, Bangalore","₹ 3,825",Review score,6.5,313 reviews,https://www.booking.com/hotel/in/citadel.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AoXg374GwAIB0gIkMjU1ZDZlZmEtZGUzYS00YmEwLTk5MWYtM2E1NmNmODg3ZjNh2AIF4AIB&sid=e7d592c2cfb814cd602bedc38d155f9d&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-01&checkout=2025-04-02&dest_id=-2090174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=faf347d086b70c0d&srepoch=1742206370&all_sr_blocks=27364506_376462232_2_42_0&highlighted_blocks=27364506_376462232_2_42_0&matching_block_id=27364506_376462232_2_42_0&sr_pri_blocks=27364506_376462232_2_42_0__382500&from=searchresults
